rowname	Order	Family	Genus	source	mapping	mapping2	color
Bacillus~phage~Shbh1	Caudovirales	Myoviridae	Shalavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~Slash	Caudovirales	Siphoviridae	Slashvirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~Stahl	Caudovirales	Siphoviridae	Slashvirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~Staley	Caudovirales	Siphoviridae	Slashvirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~Stills	Caudovirales	Siphoviridae	Slashvirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~TP21-L	Caudovirales	Siphoviridae	Tp21virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~TsarBomba	Caudovirales	Myoviridae	Tsarbombavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~VMY22	Caudovirales	Podoviridae	Unassigned	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~W.Ph.	Caudovirales	Myoviridae	Wphvirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~Wip1	Kalamavirales	Tectiviridae	Betatectivirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~Zuko	Caudovirales	Herelleviridae	Wphvirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~phi105	Caudovirales	Siphoviridae	Unassigned	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~phiAGATE	Caudovirales	Myoviridae	Agatevirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~phiNIT1	Caudovirales	Myoviridae	Nit1virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~vB_BboS-125	Caudovirales	Myoviridae	Unassigned	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~vB_BceM_Bc431v3	Caudovirales	Myoviridae	Bc431virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~vB_BceS-MY192	Caudovirales	Siphoviridae	Unassigned	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~vB_BmeM-Goe8	Caudovirales	Herelleviridae	Unassigned	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~vB_BsuM-Goe3	Caudovirales	Herelleviridae	Nitunavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~vB_BtS_B83	Caudovirales	Siphoviridae	Unassigned	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~phage~vB_BtS_BMBtp14	Caudovirales	Siphoviridae	Unassigned	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~AP50	Kalamavirales	Tectiviridae	Betatectivirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Andromeda	Caudovirales	Siphoviridae	Andromedavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~B103	Caudovirales	Podoviridae	Phi29virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~BM15	Caudovirales	Myoviridae	Bc431virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~BMBtp2	Caudovirales	Siphoviridae	Tp21virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Blastoid	Caudovirales	Siphoviridae	Andromedavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Curly	Caudovirales	Siphoviridae	Andromedavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Eoghan	Caudovirales	Siphoviridae	Andromedavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Finn	Caudovirales	Siphoviridae	Andromedavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~GA1	Caudovirales	Podoviridae	Phi29virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Glittering	Caudovirales	Siphoviridae	Andromedavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~PBS1	Caudovirales	Myoviridae	Unassigned	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Riggi	Caudovirales	Siphoviridae	Andromedavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~SPO1	Caudovirales	Myoviridae	Spo1virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Taylor	Caudovirales	Siphoviridae	Andromedavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~Wbeta	Caudovirales	Siphoviridae	Wbetavirus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacillus~virus~phi29	Caudovirales	Podoviridae	Phi29virus	vConTact2	Bacillus	Bacillus	#BEAED4
Bacteriophage~APSE-2	Caudovirales	Podoviridae	Unassigned	vConTact2	Bacteriophage	Others	#66A61E
Bacteriophage~sp.	Unassigned	Unassigned	Unassigned	vConTact2	Bacteriophage	Others	#66A61E
Bacteroides~phage~B124-14	Caudovirales	Siphoviridae	Unassigned	vConTact2	Bacteroides	Others	#66A61E
Bacteroides~phage~B40-8	Caudovirales	Siphoviridae	Unassigned	vConTact2	Bacteroides	Others	#66A61E
Bdellovibrio~phage~phi1422	Caudovirales	Myoviridae	Unassigned	vConTact2	Bdellovibrio	Others	#66A61E
Bdellovibrio~phage~phiMH2K	Petitvirales	Microviridae	Bdellomicrovirus	vConTact2	Bdellovibrio	Others	#66A61E
Bordetella~virus~BPP1	Caudovirales	Podoviridae	Bpp1virus	vConTact2	Bordetella	Others	#66A61E
Brevibacillus~phage~Abouo	Caudovirales	Myoviridae	Abouovirus	vConTact2	Brevibacillus	Others	#66A61E
Brevibacillus~phage~Davies	Caudovirales	Myoviridae	Abouovirus	vConTact2	Brevibacillus	Others	#66A61E
Brevibacillus~phage~Jimmer1	Caudovirales	Myoviridae	Jimmervirus	vConTact2	Brevibacillus	Others	#66A61E
Brevibacillus~phage~Jimmer2	Caudovirales	Myoviridae	Jimmervirus	vConTact2	Brevibacillus	Others	#66A61E
Brevibacillus~phage~Osiris	Caudovirales	Myoviridae	Jimmervirus	vConTact2	Brevibacillus	Others	#66A61E
Brevibacillus~phage~Sundance	Caudovirales	Siphoviridae	Unassigned	vConTact2	Brevibacillus	Others	#66A61E
Brevibacterium~phage~LuckyBarnes	Caudovirales	Siphoviridae	Luckybarnesvirus	vConTact2	Brevibacterium	Others	#66A61E
Brochothrix~phage~BL3	Caudovirales	Siphoviridae	Unassigned	vConTact2	Brochothrix	Others	#66A61E
Brucella~phage~BiPBO1	Caudovirales	Siphoviridae	Unassigned	vConTact2	Brucella	Others	#66A61E
Brucella~phage~Pr	Caudovirales	Podoviridae	Prtbvirus	vConTact2	Brucella	Others	#66A61E
Brucella~phage~Tb	Caudovirales	Podoviridae	Prtbvirus	vConTact2	Brucella	Others	#66A61E
Burkholderia~phage~Bcep176	Caudovirales	Siphoviridae	Stanholtvirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~BcepNazgul	Caudovirales	Siphoviridae	Nazgulvirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~Bp-AMP1	Caudovirales	Autographiviridae	Ampunavirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~JG068	Caudovirales	Autographiviridae	Mguuvirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~KL3	Caudovirales	Myoviridae	Tigrvirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~KS14	Caudovirales	Myoviridae	Kisquattuordecimvirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~KS5	Caudovirales	Myoviridae	Kisquinquevirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~KS9	Caudovirales	Siphoviridae	Stanholtvirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~ST79	Caudovirales	Myoviridae	Nampongvirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~vB_BceM_AP3	Caudovirales	Myoviridae	Peduovirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~vB_BceS_AH2	Caudovirales	Siphoviridae	Ahduovirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~phage~vB_BceS_KL1	Caudovirales	Siphoviridae	Septima3virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~Bcep1	Caudovirales	Myoviridae	Bcep78virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~Bcep22	Caudovirales	Podoviridae	Bcep22virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~Bcep43	Caudovirales	Myoviridae	Bcep78virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~Bcep781	Caudovirales	Myoviridae	Bcep78virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~BcepF1	Caudovirales	Myoviridae	Pbunavirus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~BcepNY3	Caudovirales	Myoviridae	Bcep78virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~Bcepil02	Caudovirales	Podoviridae	Bcep22virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~Bcepmigl	Caudovirales	Podoviridae	Bcep22virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~DC1	Caudovirales	Podoviridae	Bcep22virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~phi1026b	Caudovirales	Siphoviridae	E125virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~phi52237	Caudovirales	Myoviridae	P2virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~phi6442	Caudovirales	Siphoviridae	E125virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~phiE122	Caudovirales	Myoviridae	P2virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~phiE125	Caudovirales	Siphoviridae	E125virus	vConTact2	Burkholderia	Others	#66A61E
Burkholderia~virus~phiE202	Caudovirales	Myoviridae	P2virus	vConTact2	Burkholderia	Others	#66A61E
Campylobacter~phage~CP30A	Caudovirales	Myoviridae	Cp8virus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~phage~PC14	Caudovirales	Myoviridae	Fletchervirus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~phage~vB_CjeM_Los1	Caudovirales	Myoviridae	Fletchervirus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~virus~CP21	Caudovirales	Myoviridae	Cp220virus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~virus~CP220	Caudovirales	Myoviridae	Cp220virus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~virus~CP81	Caudovirales	Myoviridae	Cp8virus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~virus~CPX	Caudovirales	Myoviridae	Cp8virus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~virus~CPt10	Caudovirales	Myoviridae	Cp220virus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~virus~IBB35	Caudovirales	Myoviridae	Cp220virus	vConTact2	Campylobacter	Others	#66A61E
Campylobacter~virus~NCTC12673	Caudovirales	Myoviridae	Cp8virus	vConTact2	Campylobacter	Others	#66A61E
Caulobacter~phage~CcrBL10	Caudovirales	Siphoviridae	Poindextervirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~phage~CcrBL9	Caudovirales	Siphoviridae	Bertelyvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~phage~CcrColossus	Caudovirales	Siphoviridae	Colossusvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~phage~CcrPW	Caudovirales	Siphoviridae	Colossusvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~phage~CcrSC	Caudovirales	Siphoviridae	Bertelyvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~phage~Lullwater	Caudovirales	Autographiviridae	Lullwatervirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~phage~Percy	Caudovirales	Autographiviridae	Percyvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~phage~Seuss	Caudovirales	Siphoviridae	Seussvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~virus~Karma	Caudovirales	Siphoviridae	Phicbkvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~virus~Magneto	Caudovirales	Siphoviridae	Phicbkvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~virus~Rogue	Caudovirales	Siphoviridae	Phicbkvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~virus~Swift	Caudovirales	Siphoviridae	Phicbkvirus	vConTact2	Caulobacter	Others	#66A61E
Caulobacter~virus~phiCbK	Caudovirales	Siphoviridae	Phicbkvirus	vConTact2	Caulobacter	Others	#66A61E
Celeribacter~phage~P12053L	Caudovirales	Podoviridae	Unassigned	vConTact2	Celeribacter	Others	#66A61E
Cellulophaga~phage~phi10:1	Caudovirales	Siphoviridae	Unassigned	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi12:1	Caudovirales	Siphoviridae	Cba181virus	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi12:2	Petitvirales	Microviridae	Unassigned	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi12a:1	Petitvirales	Microviridae	Unassigned	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi13:2	Caudovirales	Podoviridae	Unassigned	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi17:1	Caudovirales	Siphoviridae	Cba181virus	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi17:2	Caudovirales	Podoviridae	Cba41virus	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi18:1	Caudovirales	Siphoviridae	Cba181virus	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi18:3	Caudovirales	Podoviridae	Unassigned	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi19:1	Caudovirales	Siphoviridae	Unassigned	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi19:3	Caudovirales	Podoviridae	Unassigned	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi46:3	Caudovirales	Podoviridae	Unassigned	vConTact2	Cellulophaga	Others	#66A61E
Cellulophaga~phage~phi4:1	Caudovirales	Podoviridae	Cba41virus	vConTact2	Cellulophaga	Others	#66A61E
Chlamydia~phage~2	Petitvirales	Microviridae	Chlamydiamicrovirus	vConTact2	Chlamydia	Others	#66A61E
Chlamydia~phage~4	Petitvirales	Microviridae	Chlamydiamicrovirus	vConTact2	Chlamydia	Others	#66A61E
Chlamydia~phage~CPG1	Petitvirales	Microviridae	Chlamydiamicrovirus	vConTact2	Chlamydia	Others	#66A61E
Chlamydia~virus~CPAR39	Petitvirales	Microviridae	Chlamydiamicrovirus	vConTact2	Chlamydia	Others	#66A61E
Chlamydia~virus~Chp1	Petitvirales	Microviridae	Chlamydiamicrovirus	vConTact2	Chlamydia	Others	#66A61E
Citrobacter~phage~CF1~DK-2017	Caudovirales	Drexlerviridae	Tlsvirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~CF1~ERZ-2017	Caudovirales	Myoviridae	Moonvirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~CR44b	Caudovirales	Autographiviridae	Kayfunavirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~CR8	Caudovirales	Autographiviridae	Caroctavirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~CVT22	Caudovirales	Podoviridae	Unassigned	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~IME-CF2	Caudovirales	Myoviridae	Unassigned	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~Margaery	Caudovirales	Myoviridae	Unassigned	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~Merlin	Caudovirales	Myoviridae	Moonvirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~Michonne	Caudovirales	Myoviridae	Mooglevirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~Miller	Caudovirales	Myoviridae	Unassigned	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~Moogle	Caudovirales	Myoviridae	Mooglevirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~Moon	Caudovirales	Myoviridae	Moonvirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~Mordin	Caudovirales	Myoviridae	Mooglevirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~SH1	Caudovirales	Autographiviridae	Teetrevirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~SH2	Caudovirales	Autographiviridae	Teetrevirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~SH3	Caudovirales	Autographiviridae	Kayfunavirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~SH4	Caudovirales	Autographiviridae	Kayfunavirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~Sazh	Caudovirales	Drexlerviridae	Tlsvirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~phiCFP-1	Caudovirales	Autographiviridae	Teetrevirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~vB_CfrM_CfP1	Caudovirales	Myoviridae	Unassigned	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~phage~vB_CroP_CrRp3	Caudovirales	Autographiviridae	Vectrevirus	vConTact2	Citrobacter	Others	#66A61E
Citrobacter~virus~Stevie	Caudovirales	Siphoviridae	Tlsvirus	vConTact2	Citrobacter	Others	#66A61E
Clavibacter~phage~CMP1	Caudovirales	Siphoviridae	Cimpunavirus	vConTact2	Clavibacter	Others	#66A61E
Clavibacter~phage~CN1A	Caudovirales	Siphoviridae	Cinunavirus	vConTact2	Clavibacter	Others	#66A61E
Clostridium~phage~CDKM15	Caudovirales	Myoviridae	Lubbockvirus	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~CDKM9	Caudovirales	Myoviridae	Lubbockvirus	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~CDMH1	Caudovirales	Myoviridae	Lubbockvirus	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~CPD2	Caudovirales	Podoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~CPS1	Caudovirales	Podoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~CPS2	Caudovirales	Podoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~CpV1	Caudovirales	Podoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~PhiS63	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phi24R	Caudovirales	Podoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phi3626	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCD111	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCD146	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCD38-2	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCD481-1	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCD505	Caudovirales	Myoviridae	Lubbockvirus	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCD506	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCDHM11	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCDHM13	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCDHM14	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCDHM19	Caudovirales	Myoviridae	Lubbockvirus	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCP13O	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCP26F	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCP34O	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCP39-O	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCP7R	Caudovirales	Podoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCPV4	Caudovirales	Podoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCT19406A	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCT19406B	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCT453A	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCT453B	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCT9441A	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCTC2A	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCTC2B	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiCTP1	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiMMP01	Caudovirales	Myoviridae	Lubbockvirus	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiMMP02	Caudovirales	Myoviridae	Lubbockvirus	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiMMP03	Caudovirales	Myoviridae	Lubbockvirus	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiMMP04	Caudovirales	Myoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiSM101	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~phiZP2	Caudovirales	Podoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~phage~vB_CpeS-CP51	Caudovirales	Siphoviridae	Unassigned	vConTact2	Clostridium	Others	#66A61E
Clostridium~virus~phiC2	Caudovirales	Myoviridae	Cd119virus	vConTact2	Clostridium	Others	#66A61E
Clostridium~virus~phiCD119	Caudovirales	Myoviridae	Cd119virus	vConTact2	Clostridium	Others	#66A61E
Clostridium~virus~phiCD27	Caudovirales	Myoviridae	Cd119virus	vConTact2	Clostridium	Others	#66A61E
Corynebacterium~phage~Adelaide	Caudovirales	Siphoviridae	Unassigned	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~BFK20	Caudovirales	Siphoviridae	Sasvirus	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~C3PO	Caudovirales	Siphoviridae	Ceetrepovirus	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~Darwin	Caudovirales	Siphoviridae	Ceetrepovirus	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~Dina	Caudovirales	Siphoviridae	Unassigned	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~Lederberg	Caudovirales	Siphoviridae	Unassigned	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~SamW	Caudovirales	Siphoviridae	Samwavirus	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~StAB	Caudovirales	Siphoviridae	Unassigned	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~Stiles	Caudovirales	Siphoviridae	Unassigned	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~Zion	Caudovirales	Siphoviridae	Ceetrepovirus	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~phi673	Caudovirales	Siphoviridae	Ikedavirus	vConTact2	Corynebacterium	Others	#66A61E
Corynebacterium~phage~phi674	Caudovirales	Siphoviridae	Ikedavirus	vConTact2	Corynebacterium	Others	#66A61E
Cronobacter~phage~CR5	Caudovirales	Myoviridae	Derbicusvirus	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~CS01	Caudovirales	Drexlerviridae	Unassigned	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~Dev-CD-23823	Caudovirales	Autographiviridae	Cronosvirus	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~Dev2	Caudovirales	Autographiviridae	Kayfunavirus	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~ESSI-2	Caudovirales	Myoviridae	Seongnamvirus	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~GW1	Caudovirales	Autographiviridae	Kayfunavirus	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~vB_CsaM_GAP161	Caudovirales	Myoviridae	Unassigned	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~vB_CsaM_GAP31	Caudovirales	Myoviridae	Se1virus	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~vB_CsaM_GAP32	Caudovirales	Myoviridae	Mimasvirus	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~vB_CsaM_leB	Caudovirales	Myoviridae	Unassigned	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~vB_CsaM_leE	Caudovirales	Myoviridae	Unassigned	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~vB_CsaP_009	Caudovirales	Podoviridae	Unassigned	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~vB_CsaP_GAP52	Caudovirales	Podoviridae	Unassigned	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~phage~vB_CskP_GAP227	Caudovirales	Autographiviridae	Cronosvirus	vConTact2	Cronobacter	Others	#66A61E
Cronobacter~virus~Esp2949-1	Caudovirales	Siphoviridae	Unassigned	vConTact2	Cronobacter	Others	#66A61E
Curvibacter~phage~P26059B	Caudovirales	Autographiviridae	Kalppathivirus	vConTact2	Curvibacter	Others	#66A61E
Cyanophage~9515-10a	Caudovirales	Autographiviridae	Tangaroavirus	vConTact2	Cyanophage	Others	#66A61E
Cyanophage~KBS-P-1A	Caudovirales	Autographiviridae	Unassigned	vConTact2	Cyanophage	Others	#66A61E
Cyanophage~MED4-117	Caudovirales	Siphoviridae	Unassigned	vConTact2	Cyanophage	Others	#66A61E
Cyanophage~NATL1A-7	Caudovirales	Autographiviridae	Cheungvirus	vConTact2	Cyanophage	Others	#66A61E
