""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID"	"koID"
"g000138"	"g000138"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01465"	"GCF_000091765:NC_014106.1:1444941-1444618"	"PTS system N,N'-diacetylchitobiose-specific EIIA component"	""	NA	"g000056"	"K02759"
"g000139"	"g000139"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01466"	"GCF_000091765:NC_014106.1:1445999-1444956"	"Aminopeptidase YpdE"	"3.4.11.-"	NA	"g000057"	""
"g000140"	"g000140"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01467"	"GCF_000091765:NC_014106.1:1447897-1446002"	"hypothetical protein"	""	NA	"g000059"	""
"g000141"	"g000141"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01468"	"GCF_000091765:NC_014106.1:1448775-1447984"	"3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase"	"1.3.1.87"	NA	"g000060"	""
"g000142"	"g000142"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01469"	"GCF_000091765:NC_014106.1:1449687-1448812"	"3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase"	"1.3.1.87"	NA	"g000062"	""
"g000143"	"g000143"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01471"	"GCF_000091765:NC_014106.1:1451725-1451345"	"PTS system mannose-specific EIIAB component"	"2.7.1.191"	NA	"g000063"	"K02793"
"g000144"	"g000144"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01471"	"GCF_000091765:NC_014106.1:1451725-1451345"	"PTS system mannose-specific EIIAB component"	"2.7.1.191"	NA	"g000063"	"K02794"
"g000145"	"g000145"	"1"	0	0	0.111111111111111	0	"GCF_000091765:JDBANAHM_01472"	"GCF_000091765:NC_014106.1:1452567-1451740"	"PTS system mannose-specific EIID component"	""	NA	"g000064"	"K02796"
"g000146"	"g000146"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01473"	"GCF_000091765:NC_014106.1:1453333-1452545"	"N-acetylgalactosamine permease IIC component 1"	""	NA	"g000065"	"K10985"
"g000147"	"g000147"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01474"	"GCF_000091765:NC_014106.1:1453814-1453350"	"PTS system sorbose-specific EIIB component"	"2.7.1.206"	NA	"g000066"	""
"g000148"	"g000148"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01475"	"GCF_000091765:NC_014106.1:1454532-1453825"	"putative fructoselysine utilization operon transcriptional repressor"	""	NA	"g000067"	"K10711"
"g000149"	"g000149"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01476"	"GCF_000091765:NC_014106.1:1455523-1454552"	"Fructosamine deglycase FrlB"	"3.5.-.-"	NA	"g000068"	"K10708"
"g000150"	"g000150"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01479"	"GCF_000091765:NC_014106.1:1459093-1458095"	"Catabolite control protein A"	""	NA	"g000069"	"K02529"
"g000151"	"g000151"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01487"	"GCF_000091765:NC_014106.1:1469864-1468665"	"hypothetical protein"	""	NA	"g000071"	""
"g000152"	"g000152"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01507"	"GCF_000091765:NC_014106.1:1486851-1486510"	"hypothetical protein"	""	NA	"g000072"	""
"g000153"	"g000153"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01533"	"GCF_000091765:NC_014106.1:1512321-1511926"	"hypothetical protein"	""	NA	"g000073"	""
"g000154"	"g000154"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01541"	"GCF_000091765:NC_014106.1:1519702-1518593"	"putative protein YqeH"	""	NA	"g000075"	"K06948"
"g000155"	"g000155"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01542"	"GCF_000091765:NC_014106.1:1520219-1519695"	"hypothetical protein"	""	NA	"g000076"	""
"g000156"	"g000156"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01543"	"GCF_000091765:NC_014106.1:1520357-1521361"	"Adenosine deaminase"	"3.5.4.4"	NA	"g000077"	"K01488"
"g000157"	"g000157"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01544"	"GCF_000091765:NC_014106.1:1523593-1521395"	"Alpha-galactosidase Mel36A"	"3.2.1.22"	NA	"g000078"	"K07407"
"g000158"	"g000158"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01545"	"GCF_000091765:NC_014106.1:1525474-1523603"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000079"	"K02756"
"g000159"	"g000159"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01545"	"GCF_000091765:NC_014106.1:1525474-1523603"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000079"	"K02757"
"g000160"	"g000160"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01545"	"GCF_000091765:NC_014106.1:1525474-1523603"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000079"	"K02755"
"g000161"	"g000161"	"0.034965034965035"	0	1	0.111111111111111	0.714285714285714	"GCF_000091765:JDBANAHM_01546"	"GCF_000091765:NC_014106.1:1525809-1525492"	"hypothetical protein"	""	NA	"g000080"	""
"g000162"	"g000162"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01547"	"GCF_000091765:NC_014106.1:1526818-1525811"	"Sucrose-6-phosphate hydrolase"	"3.2.1.26"	NA	"g000081"	""
"g000163"	"g000163"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01548"	"GCF_000091765:NC_014106.1:1526923-1527588"	"hypothetical protein"	""	NA	"g000082"	""
"g000164"	"g000164"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01570"	"GCF_000091765:NC_014106.1:1546343-1546831"	"hypothetical protein"	""	NA	"g000083"	""
"g000165"	"g000165"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01571"	"GCF_000091765:NC_014106.1:1546832-1547425"	"hypothetical protein"	""	NA	"g000084"	""
"g000166"	"g000166"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01574"	"GCF_000091765:NC_014106.1:1551328-1550015"	"UDP-N-acetylmuramate--L-alanine ligase"	"6.3.2.8"	NA	"g000085"	"K01924"
"g000167"	"g000167"	"0.000874125874125875"	1	1	1	0.142857142857143	"GCF_000091765:JDBANAHM_01585"	"GCF_000091765:NC_014106.1:1560214-1559807"	"KHG/KDPG aldolase"	""	NA	"g000086"	"K01625"
"g000168"	"g000168"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01595"	"GCF_000091765:NC_014106.1:1573557-1574309"	"Glycerol facilitator-aquaporin gla"	""	NA	"g000087"	""
"g000169"	"g000169"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01609"	"GCF_000091765:NC_014106.1:1588443-1589210"	"hypothetical protein"	""	NA	"g000088"	""
"g000170"	"g000170"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01611"	"GCF_000091765:NC_014106.1:1590550-1589543"	"HTH-type transcriptional activator RhaS"	""	NA	"g000089"	""
"g000171"	"g000171"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01612"	"GCF_000091765:NC_014106.1:1590740-1592443"	"Beta-N-acetylglucosaminidase/beta-glucosidase"	"3.2.1.21"	NA	"g000090"	""
"g000172"	"g000172"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01613"	"GCF_000091765:NC_014106.1:1592567-1593217"	"Acetyl esterase"	"3.1.1.-"	NA	"g000091"	""
"g000173"	"g000173"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01614"	"GCF_000091765:NC_014106.1:1593307-1593639"	"hypothetical protein"	""	NA	"g000092"	""
"g000174"	"g000174"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01617"	"GCF_000091765:NC_014106.1:1596742-1597701"	"Catabolite control protein A"	""	NA	"g000093"	"K02529"
"g000175"	"g000175"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01618"	"GCF_000091765:NC_014106.1:1598406-1597768"	"Ribose-5-phosphate isomerase A"	"5.3.1.6"	NA	"g000094"	"K01807"
"g000176"	"g000176"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01619"	"GCF_000091765:NC_014106.1:1599134-1598457"	"Ribulose-phosphate 3-epimerase"	"5.1.3.1"	NA	"g000095"	"K01783"
"g000177"	"g000177"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01620"	"GCF_000091765:NC_014106.1:1600060-1599293"	"Carbohydrate deacetylase"	"3.5.1.-"	NA	"g000096"	"K03478"
"g000178"	"g000178"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01621"	"GCF_000091765:NC_014106.1:1601020-1600112"	"hypothetical protein"	""	NA	"g000097"	""
"g000179"	"g000179"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01622"	"GCF_000091765:NC_014106.1:1603236-1601032"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000098"	"K02755"
"g000180"	"g000180"	"1"	1	1	1	1	"GCF_000091765:JDBANAHM_01622"	"GCF_000091765:NC_014106.1:1603236-1601032"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000098"	"K02757"
"g000181"	"g000181"	"0.145104895104895"	1	1	0.444444444444444	0.857142857142857	"GCF_000091765:JDBANAHM_01622"	"GCF_000091765:NC_014106.1:1603236-1601032"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000098"	"K02756"
"g000182"	"g000182"	"0.2125"	1	0	0.666666666666667	1	"GCF_000091765:JDBANAHM_01623"	"GCF_000091765:NC_014106.1:1604083-1603229"	"Transcription antiterminator LicT"	""	NA	"g000099"	"K03488"
"g000183"	"g000183"	"0.145104895104895"	1	0	0.444444444444444	0.857142857142857	"GCF_000091765:JDBANAHM_01624"	"GCF_000091765:NC_014106.1:1605567-1604269"	"hypothetical protein"	""	NA	"g000100"	""
"g000184"	"g000184"	"1"	1	1	1	1	"GCF_000091765:JDBANAHM_01625"	"GCF_000091765:NC_014106.1:1607048-1605594"	"hypothetical protein"	""	NA	"g000101"	""
"g000185"	"g000185"	"1"	1	1	1	1	"GCF_000091765:JDBANAHM_01626"	"GCF_000091765:NC_014106.1:1608175-1607159"	"HTH-type transcriptional repressor PurR"	""	NA	"g000102"	"K03604"
"g000186"	"g000186"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01627"	"GCF_000091765:NC_014106.1:1608388-1609011"	"IS1182 family transposase ISLac1"	""	NA	"g000103"	""
"g000187"	"g000187"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01628"	"GCF_000091765:NC_014106.1:1609133-1610164"	"hypothetical protein"	""	NA	"g000104"	""
"g000188"	"g000188"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01629"	"GCF_000091765:NC_014106.1:1610933-1610094"	"DegV domain-containing protein"	""	NA	"g000105"	""
"g000189"	"g000189"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01631"	"GCF_000091765:NC_014106.1:1612051-1613085"	"IS30 family transposase ISSag3"	""	NA	"g000106"	""
"g000190"	"g000190"	"1"	1	1	0.888888888888889	1	"GCF_000091765:JDBANAHM_01632"	"GCF_000091765:NC_014106.1:1615298-1613100"	"Alpha-L-rhamnosidase"	"3.2.1.40"	NA	"g000107"	""
"g000191"	"g000191"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01633"	"GCF_000091765:NC_014106.1:1616590-1615298"	"Lichenan permease IIC component"	""	NA	"g000108"	"K02761"
"g000192"	"g000192"	"0.4375"	0	1	0	0.142857142857143	"GCF_000091765:JDBANAHM_01634"	"GCF_000091765:NC_014106.1:1616709-1617683"	"HTH-type transcriptional activator RhaS"	""	NA	"g000109"	""
"g000193"	"g000193"	"0.0113636363636364"	1	0	0.666666666666667	0	"GCF_000091765:JDBANAHM_01635"	"GCF_000091765:NC_014106.1:1617962-1617696"	"hypothetical protein"	""	NA	"g000110"	""
"g000194"	"g000194"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01636"	"GCF_000091765:NC_014106.1:1618901-1617981"	"Beta-glucoside kinase"	"2.7.1.85"	NA	"g000111"	""
"g000195"	"g000195"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01637"	"GCF_000091765:NC_014106.1:1619628-1618894"	"Monoterpene epsilon-lactone hydrolase"	"3.1.1.83"	NA	"g000112"	"K14731"
"g000196"	"g000196"	"1"	0	0	0.111111111111111	0	"GCF_000091765:JDBANAHM_01638"	"GCF_000091765:NC_014106.1:1619787-1619632"	"hypothetical protein"	""	NA	"g000113"	""
"g000197"	"g000197"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01639"	"GCF_000091765:NC_014106.1:1620995-1619799"	"hypothetical protein"	""	NA	"g000114"	""
"g000198"	"g000198"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01640"	"GCF_000091765:NC_014106.1:1623754-1620992"	"hypothetical protein"	""	NA	"g000115"	""
"g000199"	"g000199"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01641"	"GCF_000091765:NC_014106.1:1623870-1624961"	"HTH-type transcriptional activator RhaS"	""	NA	"g000116"	""
"g000200"	"g000200"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01642"	"GCF_000091765:NC_014106.1:1625832-1625008"	"Putative multidrug resistance protein MdtD"	""	NA	"g000117"	""
"g000201"	"g000201"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01643"	"GCF_000091765:NC_014106.1:1626057-1625866"	"hypothetical protein"	""	NA	"g000118"	""
"g000202"	"g000202"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01644"	"GCF_000091765:NC_014106.1:1626378-1626175"	"hypothetical protein"	""	NA	"g000119"	""
"g000203"	"g000203"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01652"	"GCF_000091765:NC_014106.1:1631981-1631433"	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	"2.5.1.74"	NA	"g000120"	""
"g000204"	"g000204"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01653"	"GCF_000091765:NC_014106.1:1632343-1631984"	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	"2.5.1.74"	NA	"g000121"	""
"g000205"	"g000205"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01663"	"GCF_000091765:NC_014106.1:1644428-1642014"	"Leucine--tRNA ligase"	"6.1.1.4"	NA	"g000122"	"K01869"
"g000206"	"g000206"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01671"	"GCF_000091765:NC_014106.1:1652116-1651010"	"Vitamin B12 import ATP-binding protein BtuD"	"7.6.2.8"	NA	"g000123"	""
"g000207"	"g000207"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01672"	"GCF_000091765:NC_014106.1:1652757-1652221"	"hypothetical protein"	""	NA	"g000124"	""
"g000208"	"g000208"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01690"	"GCF_000091765:NC_014106.1:1682862-1672204"	"hypothetical protein"	""	NA	"g000125"	""
"g000209"	"g000209"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01746"	"GCF_000091765:NC_014106.1:1742152-1741874"	"hypothetical protein"	""	NA	"g000129"	""
"g000210"	"g000210"	"1"	1	1	1	1	"GCF_000091765:JDBANAHM_01755"	"GCF_000091765:NC_014106.1:1751883-1749736"	"hypothetical protein"	""	NA	"g000130"	""
"g000211"	"g000211"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01760"	"GCF_000091765:NC_014106.1:1757118-1757609"	"IS256 family transposase IS1201"	""	NA	"g000131"	""
"g000212"	"g000212"	"1"	1	1	1	1	"GCF_000091765:JDBANAHM_01761"	"GCF_000091765:NC_014106.1:1757606-1757866"	"IS256 family transposase ISLdl2"	""	NA	"g000132"	""
"g000213"	"g000213"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01762"	"GCF_000091765:NC_014106.1:1759286-1758141"	"hypothetical protein"	""	NA	"g000133"	""
"g000214"	"g000214"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01763"	"GCF_000091765:NC_014106.1:1760001-1759270"	"hypothetical protein"	""	NA	"g000134"	""
"g000215"	"g000215"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01764"	"GCF_000091765:NC_014106.1:1760176-1760400"	"hypothetical protein"	""	NA	"g000135"	""
"g000216"	"g000216"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01765"	"GCF_000091765:NC_014106.1:1760411-1760632"	"hypothetical protein"	""	NA	"g000136"	""
"g000217"	"g000217"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01766"	"GCF_000091765:NC_014106.1:1760711-1760914"	"hypothetical protein"	""	NA	"g000137"	""
"g000218"	"g000218"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01768"	"GCF_000091765:NC_014106.1:1763735-1762749"	"dTDP-4-dehydrorhamnose reductase"	"1.1.1.133"	NA	"g000138"	""
"g000219"	"g000219"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01769"	"GCF_000091765:NC_014106.1:1764364-1763756"	"dTDP-4-dehydrorhamnose 3,5-epimerase"	"5.1.3.13"	NA	"g000139"	"K01790"
"g000220"	"g000220"	"0.0013986013986014"	0	1	0.111111111111111	1	"GCF_000091765:JDBANAHM_01770"	"GCF_000091765:NC_014106.1:1765274-1764390"	"Glucose-1-phosphate thymidylyltransferase"	"2.7.7.24"	NA	"g000140"	"K00973"
"g000221"	"g000221"	"1"	1	1	1	1	"GCF_000091765:JDBANAHM_01771"	"GCF_000091765:NC_014106.1:1766314-1765277"	"dTDP-glucose 4,6-dehydratase 2"	"4.2.1.46"	NA	"g000141"	"K01710"
"g000222"	"g000222"	"1"	1	1	1	1	"GCF_000091765:JDBANAHM_01778"	"GCF_000091765:NC_014106.1:1772041-1771580"	"hypothetical protein"	""	NA	"g000142"	""
"g000223"	"g000223"	"0.0013986013986014"	0	1	0.111111111111111	1	"GCF_000091765:JDBANAHM_01780"	"GCF_000091765:NC_014106.1:1773942-1773499"	"hypothetical protein"	""	NA	"g000143"	""
"g000224"	"g000224"	"0.0013986013986014"	0	1	0.111111111111111	1	"GCF_000091765:JDBANAHM_01781"	"GCF_000091765:NC_014106.1:1774343-1774708"	"hypothetical protein"	""	NA	"g000144"	""
"g000225"	"g000225"	"1"	0	0	0.111111111111111	0	"GCF_000091765:JDBANAHM_01782"	"GCF_000091765:NC_014106.1:1775153-1776385"	"IS110 family transposase ISLhe4"	""	NA	"g000145"	""
"g000226"	"g000226"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01783"	"GCF_000091765:NC_014106.1:1776827-1777975"	"IS110 family transposase ISLhe4"	""	NA	"g000146"	""
"g000227"	"g000227"	"1"	1	1	1	1	"GCF_000091765:JDBANAHM_01784"	"GCF_000091765:NC_014106.1:1779699-1778215"	"hypothetical protein"	""	NA	"g000147"	""
"g000228"	"g000228"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01785"	"GCF_000091765:NC_014106.1:1780850-1779711"	"hypothetical protein"	""	NA	"g000148"	""
"g000229"	"g000229"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01786"	"GCF_000091765:NC_014106.1:1781049-1780924"	"hypothetical protein"	""	NA	"g000149"	""
"g000230"	"g000230"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01787"	"GCF_000091765:NC_014106.1:1781345-1781223"	"hypothetical protein"	""	NA	"g000150"	""
"g000231"	"g000231"	"1"	0	0	0.111111111111111	0	"GCF_000091765:JDBANAHM_01788"	"GCF_000091765:NC_014106.1:1783103-1781769"	"hypothetical protein"	""	NA	"g000151"	""
"g000232"	"g000232"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01789"	"GCF_000091765:NC_014106.1:1784591-1783164"	"Putative O-antigen transporter"	""	NA	"g000152"	"K18799"
"g000233"	"g000233"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01790"	"GCF_000091765:NC_014106.1:1785708-1784599"	"UDP-galactopyranose mutase"	"5.4.99.9"	NA	"g000153"	"K01854"
"g000234"	"g000234"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01791"	"GCF_000091765:NC_014106.1:1786733-1785711"	"hypothetical protein"	""	NA	"g000154"	""
"g000235"	"g000235"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01792"	"GCF_000091765:NC_014106.1:1788108-1786714"	"hypothetical protein"	""	NA	"g000155"	""
"g000236"	"g000236"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01793"	"GCF_000091765:NC_014106.1:1788931-1788128"	"hypothetical protein"	""	NA	"g000156"	""
"g000237"	"g000237"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01794"	"GCF_000091765:NC_014106.1:1789695-1788943"	"hypothetical protein"	""	NA	"g000157"	""
"g000238"	"g000238"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01795"	"GCF_000091765:NC_014106.1:1790520-1789723"	"hypothetical protein"	""	NA	"g000158"	""
"g000239"	"g000239"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01796"	"GCF_000091765:NC_014106.1:1791194-1790544"	"UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase"	"2.7.8.40"	NA	"g000159"	"K21303"
"g000240"	"g000240"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01799"	"GCF_000091765:NC_014106.1:1793748-1792870"	"Capsular polysaccharide type 8 biosynthesis protein cap8A"	""	NA	"g000160"	""
"g000241"	"g000241"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01805"	"GCF_000091765:NC_014106.1:1797077-1798342"	"GTPase HflX"	""	NA	"g000161"	"K03665"
"g000242"	"g000242"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01807"	"GCF_000091765:NC_014106.1:1800120-1799899"	"hypothetical protein"	""	NA	"g000162"	""
"g000243"	"g000243"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01832"	"GCF_000091765:NC_014106.1:1821146-1820874"	"hypothetical protein"	""	NA	"g000165"	""
"g000244"	"g000244"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01847"	"GCF_000091765:NC_014106.1:1836070-1835402"	"Lipopolysaccharide export system ATP-binding protein LptB"	"3.6.3.-"	NA	"g000166"	"K06861"
"g000245"	"g000245"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01852"	"GCF_000091765:NC_014106.1:1837599-1837390"	"hypothetical protein"	""	NA	"g000167"	""
"g000246"	"g000246"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01867"	"GCF_000091765:NC_014106.1:1847923-1847789"	"hypothetical protein"	""	NA	"g000168"	""
"g000247"	"g000247"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01870"	"GCF_000091765:NC_014106.1:1848822-1848712"	"hypothetical protein"	""	NA	"g000169"	""
"g000248"	"g000248"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01880"	"GCF_000091765:NC_014106.1:1858422-1857736"	"Transcriptional regulatory protein SrrA"	""	NA	"g000170"	""
"g000249"	"g000249"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01881"	"GCF_000091765:NC_014106.1:1860514-1858694"	"hypothetical protein"	""	NA	"g000171"	""
"g000250"	"g000250"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01882"	"GCF_000091765:NC_014106.1:1861032-1860526"	"PTS system glucose-specific EIIA component"	""	NA	"g000172"	"K02777"
"g000251"	"g000251"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01883"	"GCF_000091765:NC_014106.1:1862471-1861032"	"Aryl-phospho-beta-D-glucosidase BglH"	"3.2.1.86"	NA	"g000173"	"K01223"
"g000252"	"g000252"	"1"	0	0	1	1	"GCF_000091765:JDBANAHM_01884"	"GCF_000091765:NC_014106.1:1863884-1862487"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000174"	"K02756"
"g000253"	"g000253"	"1"	1	0	1	1	"GCF_000091765:JDBANAHM_01884"	"GCF_000091765:NC_014106.1:1863884-1862487"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000174"	"K02755"
"g000254"	"g000254"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01884"	"GCF_000091765:NC_014106.1:1863884-1862487"	"PTS system beta-glucoside-specific EIIBCA component"	""	NA	"g000174"	"K02757"
"g000255"	"g000255"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01885"	"GCF_000091765:NC_014106.1:1864733-1863900"	"Transcription antiterminator LicT"	""	NA	"g000175"	"K03488"
"g000256"	"g000256"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01905"	"GCF_000091765:NC_014106.1:1883498-1883346"	"hypothetical protein"	""	NA	"g000176"	""
"g000257"	"g000257"	"1"	1	1	0.222222222222222	0.285714285714286	"GCF_000091765:JDBANAHM_01906"	"GCF_000091765:NC_014106.1:1883746-1883495"	"Methionine import ATP-binding protein MetN"	"3.6.3.-"	NA	"g000177"	"K02071"
"g000258"	"g000258"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01916"	"GCF_000091765:NC_014106.1:1891100-1892401"	"IS200/IS605 family transposase ISLjo5"	""	NA	"g000178"	""
"g000259"	"g000259"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01928"	"GCF_000091765:NC_014106.1:1904063-1903557"	"hypothetical protein"	""	NA	"g000179"	""
"g000260"	"g000260"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01940"	"GCF_000091765:NC_014106.1:1919007-1918234"	"hypothetical protein"	""	NA	"g000180"	""
"g000261"	"g000261"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01941"	"GCF_000091765:NC_014106.1:1919866-1919153"	"hypothetical protein"	""	NA	"g000181"	""
"g000262"	"g000262"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01942"	"GCF_000091765:NC_014106.1:1921472-1919859"	"putative ABC transporter ATP-binding protein"	""	NA	"g000182"	"K06147"
"g000263"	"g000263"	"0.0336538461538462"	1	0	0.555555555555556	0	"GCF_000091765:JDBANAHM_01943"	"GCF_000091765:NC_014106.1:1921845-1921447"	"hypothetical protein"	""	NA	"g000183"	""
"g000264"	"g000264"	"0.0336538461538462"	0	0	0.555555555555556	0	"GCF_000091765:JDBANAHM_01945"	"GCF_000091765:NC_014106.1:1924116-1923286"	"hypothetical protein"	""	NA	"g000184"	""
"g000265"	"g000265"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01946"	"GCF_000091765:NC_014106.1:1925624-1924122"	"Glycerol kinase"	"2.7.1.30"	NA	"g000185"	"K00864"
"g000266"	"g000266"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01976"	"GCF_000091765:NC_014106.1:1948123-1949136"	"Aspartate--ammonia ligase"	"6.3.1.1"	NA	"g000186"	"K01914"
"g000267"	"g000267"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01980"	"GCF_000091765:NC_014106.1:1953096-1952728"	"hypothetical protein"	""	NA	"g000187"	""
"g000268"	"g000268"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01981"	"GCF_000091765:NC_014106.1:1953565-1953128"	"hypothetical protein"	""	NA	"g000188"	""
"g000269"	"g000269"	"1"	0	0	0	0	"GCF_000091765:JDBANAHM_01983"	"GCF_000091765:NC_014106.1:1955002-1954271"	"hypothetical protein"	""	NA	"g000189"	""
