Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g000223	GCF_000091765:NC_014106.1:496540-497397	GCF_000091765:JDBANAHM_00532	Lactose transport system permease protein LacG		
g000224	GCF_000091765:NC_014106.1:497397-498689	GCF_000091765:JDBANAHM_00533	Beta-fructosidase	3.2.1.26	
g000225	GCF_000091765:NC_014106.1:499932-501374	GCF_000091765:JDBANAHM_00535	Sucrose phosphorylase	2.4.1.7	
g000226	GCF_000091765:NC_014106.1:508254-509621	GCF_000091765:JDBANAHM_00544	NADH peroxidase	1.11.1.1	
g000227	GCF_000091765:NC_014106.1:52381-52632	GCF_000091765:JDBANAHM_00050	hypothetical protein		
g000228	GCF_000091765:NC_014106.1:543441-544157	GCF_000091765:JDBANAHM_00575	hypothetical protein		
g000229	GCF_000091765:NC_014106.1:544524-544276	GCF_000091765:JDBANAHM_00576	hypothetical protein		
g000230	GCF_000091765:NC_014106.1:544662-544531	GCF_000091765:JDBANAHM_00577	hypothetical protein		
g000231	GCF_000091765:NC_014106.1:545807-544887	GCF_000091765:JDBANAHM_00578	IS30 family transposase ISLsa1		
g000232	GCF_000091765:NC_014106.1:545952-546236	GCF_000091765:JDBANAHM_00579	hypothetical protein		
g000233	GCF_000091765:NC_014106.1:546749-546375	GCF_000091765:JDBANAHM_00580	hypothetical protein		
g000234	GCF_000091765:NC_014106.1:547065-546742	GCF_000091765:JDBANAHM_00581	hypothetical protein		
g000235	GCF_000091765:NC_014106.1:550372-549704	GCF_000091765:JDBANAHM_00585	hypothetical protein		
g000236	GCF_000091765:NC_014106.1:561865-562137	GCF_000091765:JDBANAHM_00599	hypothetical protein		
g000237	GCF_000091765:NC_014106.1:566064-567533	GCF_000091765:JDBANAHM_00603	Multidrug resistance protein 3		
g000238	GCF_000091765:NC_014106.1:570066-569626	GCF_000091765:JDBANAHM_00606	hypothetical protein		
g000239	GCF_000091765:NC_014106.1:590686-591597	GCF_000091765:JDBANAHM_00626	hypothetical protein		
g000240	GCF_000091765:NC_014106.1:60010-58958	GCF_000091765:JDBANAHM_00055	Putative penicillin-binding protein PbpX		
g000241	GCF_000091765:NC_014106.1:61431-60241	GCF_000091765:JDBANAHM_00056	hypothetical protein		
g000242	GCF_000091765:NC_014106.1:630024-629443	GCF_000091765:JDBANAHM_00660	hypothetical protein		
g000243	GCF_000091765:NC_014106.1:642193-642309	GCF_000091765:JDBANAHM_00674	hypothetical protein		
g000244	GCF_000091765:NC_014106.1:642356-643060	GCF_000091765:JDBANAHM_00675	Magnesium and cobalt efflux protein CorC		
g000245	GCF_000091765:NC_014106.1:757041-755089	GCF_000091765:JDBANAHM_00790	Lipoteichoic acid synthase 1		
g000246	GCF_000091765:NC_014106.1:760708-760929	GCF_000091765:JDBANAHM_00794	hypothetical protein		
g000247	GCF_000091765:NC_014106.1:776097-776390	GCF_000091765:JDBANAHM_00814	Putative membrane protein insertion efficiency factor		
g000248	GCF_000091765:NC_014106.1:786878-787687	GCF_000091765:JDBANAHM_00826	hypothetical protein		
g000249	GCF_000091765:NC_014106.1:796941-796711	GCF_000091765:JDBANAHM_00833	hypothetical protein		
g000250	GCF_000091765:NC_014106.1:802046-802306	GCF_000091765:JDBANAHM_00837	hypothetical protein		
g000251	GCF_000091765:NC_014106.1:804040-804744	GCF_000091765:JDBANAHM_00840	Ribosomal large subunit pseudouridine synthase B	5.4.99.22	
g000252	GCF_000091765:NC_014106.1:804845-805726	GCF_000091765:JDBANAHM_00841	hypothetical protein		
g000253	GCF_000091765:NC_014106.1:807916-808191	GCF_000091765:JDBANAHM_00845	hypothetical protein		
g000254	GCF_000091765:NC_014106.1:811345-812274	GCF_000091765:JDBANAHM_00848	hypothetical protein		
g000255	GCF_000091765:NC_014106.1:888144-888416	GCF_000091765:JDBANAHM_00924	hypothetical protein		
g000256	GCF_000091765:NC_014106.1:888532-888801	GCF_000091765:JDBANAHM_00925	hypothetical protein		
g000257	GCF_000091765:NC_014106.1:899001-897586	GCF_000091765:JDBANAHM_00936	PTS system oligo-beta-mannoside-specific EIIC component		
g000258	GCF_000091765:NC_014106.1:900383-899001	GCF_000091765:JDBANAHM_00937	Aryl-phospho-beta-D-glucosidase BglH	3.2.1.86	
g000259	GCF_000091765:NC_014106.1:904356-905189	GCF_000091765:JDBANAHM_00942	DegV domain-containing protein		
g000260	GCF_000091765:NC_014106.1:909171-909899	GCF_000091765:JDBANAHM_00949	hypothetical protein		
g000261	GCF_000091765:NC_014106.1:910442-911038	GCF_000091765:JDBANAHM_00951	D-ribitol-5-phosphate phosphatase	3.1.3.-	
g000262	GCF_000091765:NC_014106.1:916049-916450	GCF_000091765:JDBANAHM_00956	hypothetical protein		
g000263	GCF_000091765:NC_014106.1:930820-931095	GCF_000091765:JDBANAHM_00963	hypothetical protein		
g000264	GCF_000091765:NC_014106.1:93121-93999	GCF_000091765:JDBANAHM_00093	hypothetical protein		
g000265	GCF_000091765:NC_014106.1:937664-937311	GCF_000091765:JDBANAHM_00970	hypothetical protein		
g000266	GCF_000091765:NC_014106.1:948716-948480	GCF_000091765:JDBANAHM_00982	hypothetical protein		
g000267	GCF_000091765:NC_014106.1:948796-949506	GCF_000091765:JDBANAHM_00983	Riboflavin transporter RibZ		
g000268	GCF_000091765:NC_014106.1:957680-958591	GCF_000091765:JDBANAHM_00992	Thymidylate synthase	2.1.1.45	
g000269	GCF_000091765:NC_014106.1:964925-965644	GCF_000091765:JDBANAHM_00998	Methionine import system permease protein MetP		
g000270	GCF_000160515:NZ_GG669814.1:105311-104748	GCF_000160515:GOAIOFLN_02092	hypothetical protein		
g000271	GCF_000160515:NZ_GG669814.1:107424-107882	GCF_000160515:GOAIOFLN_02094	PTS system galactitol-specific EIIA component		
g000272	GCF_000160515:NZ_GG669814.1:107899-109188	GCF_000160515:GOAIOFLN_02095	PTS system galactitol-specific EIIC component		
g000273	GCF_000160515:NZ_GG669814.1:111160-112998	GCF_000160515:GOAIOFLN_02100	putative licABCH operon regulator		
g000274	GCF_000160515:NZ_GG669814.1:120562-121731	GCF_000160515:GOAIOFLN_02106	hypothetical protein		
g000275	GCF_000160515:NZ_GG669814.1:15771-15875	GCF_000160515:GOAIOFLN_02002	hypothetical protein		
g000276	GCF_000160515:NZ_GG669814.1:35986-36159	GCF_000160515:GOAIOFLN_02020	hypothetical protein		
g000277	GCF_000160515:NZ_GG669814.1:45898-46875	GCF_000160515:GOAIOFLN_02031	hypothetical protein		
g000278	GCF_000160515:NZ_GG669814.1:6229-6930	GCF_000160515:GOAIOFLN_01996	Putative multidrug resistance protein MdtD		
g000279	GCF_000160515:NZ_GG669814.1:69214-69056	GCF_000160515:GOAIOFLN_02049	hypothetical protein		
g000280	GCF_000160515:NZ_GG669815.1:142731-142847	GCF_000160515:GOAIOFLN_01983	hypothetical protein		
g000281	GCF_000160515:NZ_GG669815.1:35422-34559	GCF_000160515:GOAIOFLN_01890	IS4 family transposase ISL5		
g000282	GCF_000160515:NZ_GG669815.1:36171-37010	GCF_000160515:GOAIOFLN_01891	IS4 family transposase IS1675		
g000283	GCF_000160515:NZ_GG669815.1:40153-42102	GCF_000160515:GOAIOFLN_01895	Asparagine synthetase [glutamine-hydrolyzing] 1	6.3.5.4	
g000284	GCF_000160515:NZ_GG669815.1:61157-62692	GCF_000160515:GOAIOFLN_01912	hypothetical protein		
g000285	GCF_000160515:NZ_GG669816.1:133791-135143	GCF_000160515:GOAIOFLN_01560	Phosphoglucosamine mutase	5.4.2.10	
g000286	GCF_000160515:NZ_GG669816.1:170133-168781	GCF_000160515:GOAIOFLN_01599	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT	6.3.5.13	
g000287	GCF_000160515:NZ_GG669816.1:194825-195130	GCF_000160515:GOAIOFLN_01628	hypothetical protein		
g000288	GCF_000160515:NZ_GG669816.1:2409-1468	GCF_000160515:GOAIOFLN_01435	hypothetical protein		
g000289	GCF_000160515:NZ_GG669816.1:242768-242592	GCF_000160515:GOAIOFLN_01675	hypothetical protein		
g000290	GCF_000160515:NZ_GG669816.1:262059-263174	GCF_000160515:GOAIOFLN_01695	Inner membrane transporter YjeM		
g000291	GCF_000160515:NZ_GG669816.1:2771-2394	GCF_000160515:GOAIOFLN_01436	hypothetical protein		
g000292	GCF_000160515:NZ_GG669816.1:284115-285467	GCF_000160515:GOAIOFLN_01716	PTS system oligo-beta-mannoside-specific EIIC component		
g000293	GCF_000160515:NZ_GG669816.1:316088-316612	GCF_000160515:GOAIOFLN_01764	hypothetical protein		
g000294	GCF_000160515:NZ_GG669816.1:330345-331349	GCF_000160515:GOAIOFLN_01786	hypothetical protein		
g000295	GCF_000160515:NZ_GG669816.1:331356-331679	GCF_000160515:GOAIOFLN_01787	hypothetical protein		
g000296	GCF_000160515:NZ_GG669816.1:339783-340853	GCF_000160515:GOAIOFLN_01794	hypothetical protein		
g000297	GCF_000160515:NZ_GG669816.1:341769-342956	GCF_000160515:GOAIOFLN_01797	hypothetical protein		
g000298	GCF_000160515:NZ_GG669816.1:344906-347050	GCF_000160515:GOAIOFLN_01800	hypothetical protein		
g000299	GCF_000160515:NZ_GG669816.1:347905-348306	GCF_000160515:GOAIOFLN_01803	hypothetical protein		
g000300	GCF_000160515:NZ_GG669816.1:348303-348725	GCF_000160515:GOAIOFLN_01804	hypothetical protein		
g000301	GCF_000160515:NZ_GG669816.1:349942-350163	GCF_000160515:GOAIOFLN_01808	hypothetical protein		
g000302	GCF_000160515:NZ_GG669816.1:35339-35151	GCF_000160515:GOAIOFLN_01465	hypothetical protein		
g000303	GCF_000160515:NZ_GG669816.1:353715-354125	GCF_000160515:GOAIOFLN_01815	hypothetical protein		
g000304	GCF_000160515:NZ_GG669816.1:56629-56823	GCF_000160515:GOAIOFLN_01486	hypothetical protein		
g000305	GCF_000160515:NZ_GG669817.1:141740-141606	GCF_000160515:GOAIOFLN_01311	hypothetical protein		
g000306	GCF_000160515:NZ_GG669817.1:142396-141737	GCF_000160515:GOAIOFLN_01312	Oligopeptide-binding protein AppA		
g000307	GCF_000160515:NZ_GG669817.1:204377-204739	GCF_000160515:GOAIOFLN_01376	hypothetical protein		
g000308	GCF_000160515:NZ_GG669817.1:207622-206387	GCF_000160515:GOAIOFLN_01379	ISNCY family transposase ISSeq2		
g000309	GCF_000160515:NZ_GG669817.1:22241-20883	GCF_000160515:GOAIOFLN_01186	hypothetical protein		
g000310	GCF_000160515:NZ_GG669817.1:226583-227803	GCF_000160515:GOAIOFLN_01397	Acetate kinase	2.7.2.1	
g000311	GCF_000160515:NZ_GG669817.1:29422-28892	GCF_000160515:GOAIOFLN_01194	hypothetical protein		
g000312	GCF_000160515:NZ_GG669817.1:30449-29988	GCF_000160515:GOAIOFLN_01195	hypothetical protein		
g000313	GCF_000160515:NZ_GG669817.1:33086-32832	GCF_000160515:GOAIOFLN_01203	hypothetical protein		
g000314	GCF_000160515:NZ_GG669817.1:35943-35815	GCF_000160515:GOAIOFLN_01211	hypothetical protein		
g000315	GCF_000160515:NZ_GG669817.1:39459-39244	GCF_000160515:GOAIOFLN_01222	hypothetical protein		
g000316	GCF_000160515:NZ_GG669817.1:39531-40220	GCF_000160515:GOAIOFLN_01223	hypothetical protein		
g000317	GCF_000160515:NZ_GG669818.1:117655-116783	GCF_000160515:GOAIOFLN_01137	Ribosomal RNA small subunit methyltransferase F	2.1.1.178	
g000318	GCF_000160515:NZ_GG669818.1:118145-117657	GCF_000160515:GOAIOFLN_01138	Ribosomal RNA small subunit methyltransferase F	2.1.1.-	
g000319	GCF_000160515:NZ_GG669818.1:119025-118126	GCF_000160515:GOAIOFLN_01139	hypothetical protein		
g000320	GCF_000160515:NZ_GG669818.1:12756-14039	GCF_000160515:GOAIOFLN_01062	Peptidase T	3.4.11.4	
g000321	GCF_000160515:NZ_GG669818.1:18195-16261	GCF_000160515:GOAIOFLN_01065	hypothetical protein		
g000322	GCF_000160515:NZ_GG669818.1:7231-7845	GCF_000160515:GOAIOFLN_01055	Galactoside O-acetyltransferase	2.3.1.18	
g000323	GCF_000160515:NZ_GG669819.1:106440-106778	GCF_000160515:GOAIOFLN_01048	IS256 family transposase IS1201		
g000324	GCF_000160515:NZ_GG669819.1:18034-17303	GCF_000160515:GOAIOFLN_00958	Cephalosporin-C deacetylase	3.1.1.41	
g000325	GCF_000160515:NZ_GG669819.1:7233-7099	GCF_000160515:GOAIOFLN_00945	hypothetical protein		
g000326	GCF_000160515:NZ_GG669819.1:72765-72088	GCF_000160515:GOAIOFLN_01012	Glutamine transport system permease protein GlnP		
g000327	GCF_000160515:NZ_GG669820.1:138885-139238	GCF_000160515:GOAIOFLN_00925	hypothetical protein		
g000328	GCF_000160515:NZ_GG669820.1:74443-73619	GCF_000160515:GOAIOFLN_00868	hypothetical protein		
g000329	GCF_000160515:NZ_GG669820.1:76139-76438	GCF_000160515:GOAIOFLN_00872	putative inner membrane transporter YicL		
g000330	GCF_000160515:NZ_GG669821.1:22811-21747	GCF_000160515:GOAIOFLN_00730	putative amino acid permease YhdG		
g000331	GCF_000160515:NZ_GG669821.1:23131-22802	GCF_000160515:GOAIOFLN_00731	putative amino acid permease YhdG		
g000332	GCF_000160515:NZ_GG669821.1:36680-37642	GCF_000160515:GOAIOFLN_00743	ATP-dependent 6-phosphofructokinase	2.7.1.11	
g000333	GCF_000160515:NZ_GG669821.1:57315-57767	GCF_000160515:GOAIOFLN_00763	RNA pyrophosphohydrolase	3.6.1.-	
g000334	GCF_000160515:NZ_GG669822.1:10940-10407	GCF_000160515:GOAIOFLN_00674	HTH-type transcriptional regulator HdfR		
g000335	GCF_000160515:NZ_GG669823.1:20629-20865	GCF_000160515:GOAIOFLN_00591	50S ribosomal protein L24		
g000336	GCF_000160515:NZ_GG669825.1:17535-16270	GCF_000160515:GOAIOFLN_00477	Nisin biosynthesis protein NisC		
g000337	GCF_000160515:NZ_GG669825.1:18990-19112	GCF_000160515:GOAIOFLN_00478	hypothetical protein		
g000338	GCF_000160515:NZ_GG669825.1:32656-31685	GCF_000160515:GOAIOFLN_00491	putative bifunctional oligoribonuclease and PAP phosphatase NrnA	3.1.-.-	
g000339	GCF_000160515:NZ_GG669826.1:1505-1879	GCF_000160515:GOAIOFLN_00420	hypothetical protein		
g000340	GCF_000160515:NZ_GG669826.1:32828-32568	GCF_000160515:GOAIOFLN_00447	hypothetical protein		
g000341	GCF_000160515:NZ_GG669826.1:35539-35102	GCF_000160515:GOAIOFLN_00450	hypothetical protein		
g000342	GCF_000160515:NZ_GG669826.1:36234-35536	GCF_000160515:GOAIOFLN_00451	Inner membrane transport protein YbaT		
g000343	GCF_000160515:NZ_GG669827.1:116-772	GCF_000160515:GOAIOFLN_00404	hypothetical protein		
g000344	GCF_000160515:NZ_GG669827.1:4019-3900	GCF_000160515:GOAIOFLN_00407	hypothetical protein		
g000345	GCF_000160515:NZ_GG669827.1:4603-5202	GCF_000160515:GOAIOFLN_00408	IS30 family transposase ISLjo1		
g000346	GCF_000160515:NZ_GG669827.1:781-1119	GCF_000160515:GOAIOFLN_00405	hypothetical protein		
g000347	GCF_000160515:NZ_GG669829.1:10788-11396	GCF_000160515:GOAIOFLN_00356	hypothetical protein		
g000348	GCF_000160515:NZ_GG669829.1:14761-14597	GCF_000160515:GOAIOFLN_00360	hypothetical protein		
g000349	GCF_000160515:NZ_GG669829.1:15168-14998	GCF_000160515:GOAIOFLN_00362	hypothetical protein		
g000350	GCF_000160515:NZ_GG669829.1:2054-2578	GCF_000160515:GOAIOFLN_00344	Guanine/hypoxanthine permease PbuG		
g000351	GCF_000160515:NZ_GG669830.1:12633-13886	GCF_000160515:GOAIOFLN_00318	Cytochrome bd ubiquinol oxidase subunit 1	1.10.3.-	
g000352	GCF_000160515:NZ_GG669830.1:37894-38406	GCF_000160515:GOAIOFLN_00339	hypothetical protein		
g000353	GCF_000160515:NZ_GG669832.1:18277-18717	GCF_000160515:GOAIOFLN_00200	RNA pyrophosphohydrolase	3.6.1.-	
g000354	GCF_000160515:NZ_GG669832.1:6621-7478	GCF_000160515:GOAIOFLN_00189	hypothetical protein		
g000355	GCF_000160515:NZ_GG669832.1:7589-8665	GCF_000160515:GOAIOFLN_00190	Aldehyde-alcohol dehydrogenase		
g000356	GCF_000160515:NZ_GG669832.1:91813-93162	GCF_000160515:GOAIOFLN_00269	putative RNA methyltransferase	2.1.1.-	
g000357	GCF_000160515:NZ_GG669835.1:1278-1943	GCF_000160515:GOAIOFLN_00078	Putative ion-transport protein YfeO		
g000358	GCF_000160515:NZ_GG669843.1:1052-1612	GCF_000160515:GOAIOFLN_00022	IS110 family transposase ISSpn10		
g000359	GCF_000160515:NZ_GG669843.1:370-1059	GCF_000160515:GOAIOFLN_00021	IS110 family transposase ISSpn10		
g000360	GCF_000160515:NZ_GG669850.1:32-901	GCF_000160515:GOAIOFLN_00014	IS4 family transposase ISL5		
g000361	GCF_000160515:NZ_GG669852.1:27-815	GCF_000160515:GOAIOFLN_00012	IS4 family transposase IS1675		
g000362	GCF_000160515:NZ_GG669867.1:268-32	GCF_000160515:GOAIOFLN_00006	NAD-dependent protein deacetylase	2.3.1.286	
g000363	GCF_000161915:NZ_KI391977.1:115487-115200	GCF_000161915:JEFHMBLK_00119	hypothetical protein		
g000364	GCF_000161915:NZ_KI391977.1:140833-141627	GCF_000161915:JEFHMBLK_00148	putative ABC transporter ATP-binding protein		
g000365	GCF_000161915:NZ_KI391977.1:162693-162400	GCF_000161915:JEFHMBLK_00168	hypothetical protein		
g000366	GCF_000161915:NZ_KI391977.1:210676-210936	GCF_000161915:JEFHMBLK_00220	hypothetical protein		
g000367	GCF_000161915:NZ_KI391977.1:211563-211324	GCF_000161915:JEFHMBLK_00222	hypothetical protein		
g000368	GCF_000161915:NZ_KI391977.1:219601-217172	GCF_000161915:JEFHMBLK_00229	hypothetical protein		
g000369	GCF_000161915:NZ_KI391977.1:220663-219788	GCF_000161915:JEFHMBLK_00230	hypothetical protein		
g000370	GCF_000161915:NZ_KI391977.1:221990-220902	GCF_000161915:JEFHMBLK_00231	hypothetical protein		
g000371	GCF_000161915:NZ_KI391977.1:223702-222095	GCF_000161915:JEFHMBLK_00232	hypothetical protein		
g000372	GCF_000161915:NZ_KI391977.1:226226-225978	GCF_000161915:JEFHMBLK_00237	hypothetical protein		
g000373	GCF_000161915:NZ_KI391977.1:226630-226229	GCF_000161915:JEFHMBLK_00238	hypothetical protein		
g000374	GCF_000161915:NZ_KI391977.1:229330-227870	GCF_000161915:JEFHMBLK_00241	hypothetical protein		
g000375	GCF_000161915:NZ_KI391977.1:248967-248215	GCF_000161915:JEFHMBLK_00254	hypothetical protein		
g000376	GCF_000161915:NZ_KI391977.1:255153-254779	GCF_000161915:JEFHMBLK_00266	hypothetical protein		
g000377	GCF_000161915:NZ_KI391977.1:339022-338294	GCF_000161915:JEFHMBLK_00355	3-oxoacyl-[acyl-carrier-protein] reductase FabG	1.1.1.100	
g000378	GCF_000161915:NZ_KI391977.1:359700-361892	GCF_000161915:JEFHMBLK_00377	ATP-dependent Clp protease ATP-binding subunit ClpE		
g000379	GCF_000161915:NZ_KI391977.1:411680-412909	GCF_000161915:JEFHMBLK_00426	hypothetical protein		
g000380	GCF_000161915:NZ_KI391977.1:57305-57084	GCF_000161915:JEFHMBLK_00060	hypothetical protein		
g000381	GCF_000161915:NZ_KI391977.1:7488-7859	GCF_000161915:JEFHMBLK_00008	hypothetical protein		
g000382	GCF_000161915:NZ_KI391978.1:102828-102481	GCF_000161915:JEFHMBLK_00532	hypothetical protein		
g000383	GCF_000161915:NZ_KI391978.1:115656-115174	GCF_000161915:JEFHMBLK_00544	IS200/IS605 family transposase ISLjo5		
g000384	GCF_000161915:NZ_KI391978.1:130798-130589	GCF_000161915:JEFHMBLK_00565	hypothetical protein		
g000385	GCF_000161915:NZ_KI391978.1:195950-195150	GCF_000161915:JEFHMBLK_00626	Putative phosphatase	3.1.3.-	
g000386	GCF_000161915:NZ_KI391978.1:218199-220139	GCF_000161915:JEFHMBLK_00652	Copper-exporting P-type ATPase	7.2.2.8	
g000387	GCF_000161915:NZ_KI391978.1:254085-254690	GCF_000161915:JEFHMBLK_00684	hypothetical protein		
g000388	GCF_000161915:NZ_KI391978.1:254699-256105	GCF_000161915:JEFHMBLK_00685	Cyclic-di-AMP phosphodiesterase GdpP	3.1.4.59	
g000389	GCF_000161915:NZ_KI391978.1:267451-268002	GCF_000161915:JEFHMBLK_00699	hypothetical protein		
g000390	GCF_000161915:NZ_KI391978.1:279919-280539	GCF_000161915:JEFHMBLK_00717	hypothetical protein		
g000391	GCF_000161915:NZ_KI391978.1:285337-285972	GCF_000161915:JEFHMBLK_00724	hypothetical protein		
g000392	GCF_000161915:NZ_KI391978.1:527-354	GCF_000161915:JEFHMBLK_00428	hypothetical protein		
g000393	GCF_000161915:NZ_KI391978.1:75432-74794	GCF_000161915:JEFHMBLK_00506	Phosphate-specific transport system accessory protein PhoU		
g000394	GCF_000161915:NZ_KI391979.1:141845-142717	GCF_000161915:JEFHMBLK_00891	ABC transporter glutamine-binding protein GlnH		
g000395	GCF_000161915:NZ_KI391979.1:154523-155323	GCF_000161915:JEFHMBLK_00902	hypothetical protein		
g000396	GCF_000161915:NZ_KI391979.1:160102-159809	GCF_000161915:JEFHMBLK_00908	IS256 family transposase ISLdl2		
g000397	GCF_000161915:NZ_KI391979.1:197891-197136	GCF_000161915:JEFHMBLK_00950	Glycerol facilitator-aquaporin gla		
g000398	GCF_000161915:NZ_KI391979.1:206830-207057	GCF_000161915:JEFHMBLK_00963	IS982 family transposase ISLhe7		
g000399	GCF_000161915:NZ_KI391979.1:211755-211964	GCF_000161915:JEFHMBLK_00969	IS3 family transposase ISLhe6		
g000400	GCF_000161915:NZ_KI391979.1:216299-217225	GCF_000161915:JEFHMBLK_00974	hypothetical protein		
g000401	GCF_000161915:NZ_KI391979.1:217334-218065	GCF_000161915:JEFHMBLK_00975	hypothetical protein		
g000402	GCF_000161915:NZ_KI391979.1:218732-218550	GCF_000161915:JEFHMBLK_00976	hypothetical protein		
g000403	GCF_000161915:NZ_KI391979.1:241637-241852	GCF_000161915:JEFHMBLK_00996	Alpha-galactosidase Mel36A	3.2.1.22	
g000404	GCF_000161915:NZ_KI391979.1:241892-243838	GCF_000161915:JEFHMBLK_00997	Alpha-galactosidase Mel36A	3.2.1.22	
g000405	GCF_000161915:NZ_KI391979.1:260151-259438	GCF_000161915:JEFHMBLK_01014	hypothetical protein		
g000406	GCF_000161915:NZ_KI391979.1:261145-260096	GCF_000161915:JEFHMBLK_01015	IS1182 family transposase ISLac1		
g000407	GCF_000161915:NZ_KI391979.1:263170-262508	GCF_000161915:JEFHMBLK_01018	hypothetical protein		
g000408	GCF_000161915:NZ_KI391979.1:265600-266268	GCF_000161915:JEFHMBLK_01021	IS256 family transposase IS1201		
g000409	GCF_000161915:NZ_KI391979.1:280173-280060	GCF_000161915:JEFHMBLK_01035	hypothetical protein		
