Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g000228	GCF_000159455:NC_015697.1:733646-732468	GCF_000159455:FOEEPEMJ_00766	IS200/IS605 family transposase ISLhe65		
g000229	GCF_000159455:NC_015697.1:743906-744553	GCF_000159455:FOEEPEMJ_00777	hypothetical protein		
g000230	GCF_000159455:NC_015697.1:757794-757378	GCF_000159455:FOEEPEMJ_00786	hypothetical protein		
g000231	GCF_000159455:NC_015697.1:761195-758562	GCF_000159455:FOEEPEMJ_00788	hypothetical protein		
g000232	GCF_000159455:NC_015697.1:762865-763149	GCF_000159455:FOEEPEMJ_00790	hypothetical protein		
g000233	GCF_000159455:NC_015697.1:765667-763265	GCF_000159455:FOEEPEMJ_00791	C protein alpha-antigen		
g000234	GCF_000159455:NC_015697.1:768576-765664	GCF_000159455:FOEEPEMJ_00792	hypothetical protein		
g000235	GCF_000159455:NC_015697.1:80184-79855	GCF_000159455:FOEEPEMJ_00081	hypothetical protein		
g000236	GCF_000159455:NC_015697.1:803626-803303	GCF_000159455:FOEEPEMJ_00828	hypothetical protein		
g000237	GCF_000159455:NC_015697.1:820989-820771	GCF_000159455:FOEEPEMJ_00844	hypothetical protein		
g000238	GCF_000159455:NC_015697.1:83767-82739	GCF_000159455:FOEEPEMJ_00085	IS66 family transposase ISAeh1		
g000239	GCF_000159455:NC_015697.1:84078-83707	GCF_000159455:FOEEPEMJ_00086	hypothetical protein		
g000240	GCF_000159455:NC_015697.1:84266-84132	GCF_000159455:FOEEPEMJ_00087	hypothetical protein		
g000241	GCF_000159455:NC_015697.1:85409-84951	GCF_000159455:FOEEPEMJ_00089	hypothetical protein		
g000242	GCF_000159455:NC_015697.1:86057-85749	GCF_000159455:FOEEPEMJ_00091	hypothetical protein		
g000243	GCF_000159455:NC_015697.1:86555-86839	GCF_000159455:FOEEPEMJ_00092	hypothetical protein		
g000244	GCF_000159455:NC_015697.1:86978-87556	GCF_000159455:FOEEPEMJ_00093	IS30 family transposase IS6770		
g000245	GCF_000159455:NC_015697.1:892818-892264	GCF_000159455:FOEEPEMJ_00920	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)	2.1.1.196	
g000246	GCF_000159455:NC_015697.1:906349-905228	GCF_000159455:FOEEPEMJ_00936	Aldehyde-alcohol dehydrogenase		
g000247	GCF_000159455:NC_015697.1:92876-92376	GCF_000159455:FOEEPEMJ_00099	hypothetical protein		
g000248	GCF_000159455:NC_015697.1:939375-938746	GCF_000159455:FOEEPEMJ_00973	hypothetical protein		
g000249	GCF_000159455:NC_015697.1:961834-962538	GCF_000159455:FOEEPEMJ_00998	hypothetical protein		
g000250	GCF_000159455:NC_015697.1:96295-95255	GCF_000159455:FOEEPEMJ_00102	dTDP-glucose 4,6-dehydratase	4.2.1.46	
g000251	GCF_000159455:NC_015697.1:98652-97933	GCF_000159455:FOEEPEMJ_00104	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2.7.7.60	
g000252	GCF_000159455:NC_015698.1:11983-9866	GCF_000159455:FOEEPEMJ_02365	hypothetical protein		
g000253	GCF_000159455:NC_015699.1:5568-4075	GCF_000159455:FOEEPEMJ_02320	hypothetical protein		
g000254	GCF_000159455:NC_015699.1:7002-6394	GCF_000159455:FOEEPEMJ_02321	hypothetical protein		
g000255	GCF_000159455:NC_015700.1:2209-2346	GCF_000159455:FOEEPEMJ_02326	hypothetical protein		
g000256	GCF_000159455:NC_015700.1:7665-6631	GCF_000159455:FOEEPEMJ_02332	Arsenical-resistance protein Acr3		
g000257	GCF_000159455:NC_015701.1:8925-10934	GCF_000159455:FOEEPEMJ_02346	hypothetical protein		
g000258	GCF_000159475:NZ_ACGX02000001.1:1057-1131	GCF_000159475:FNHCNMPK_02147	tRNA-Met(cat)		
g000259	GCF_000159475:NZ_ACGX02000002.1:11655-12845	GCF_000159475:FNHCNMPK_02104	hypothetical protein		
g000260	GCF_000159475:NZ_ACGX02000002.1:2071-2265	GCF_000159475:FNHCNMPK_02087	hypothetical protein		
g000261	GCF_000159475:NZ_ACGX02000002.1:2525-2866	GCF_000159475:FNHCNMPK_02089	hypothetical protein		
g000262	GCF_000159475:NZ_ACGX02000002.1:28376-28645	GCF_000159475:FNHCNMPK_02118	hypothetical protein		
g000263	GCF_000159475:NZ_ACGX02000002.1:41185-40679	GCF_000159475:FNHCNMPK_02136	hypothetical protein		
g000264	GCF_000159475:NZ_ACGX02000002.1:8-646	GCF_000159475:FNHCNMPK_02081	hypothetical protein		
g000265	GCF_000159475:NZ_ACGX02000003.1:25751-25978	GCF_000159475:FNHCNMPK_02024	hypothetical protein		
g000266	GCF_000159475:NZ_ACGX02000003.1:43882-44769	GCF_000159475:FNHCNMPK_02045	dTDP-glucose 4,6-dehydratase	4.2.1.46	
g000267	GCF_000159475:NZ_ACGX02000003.1:62957-63751	GCF_000159475:FNHCNMPK_02059	hypothetical protein		
g000268	GCF_000159475:NZ_ACGX02000003.1:81324-80620	GCF_000159475:FNHCNMPK_02071	Glucosamine-6-phosphate deaminase	3.5.99.6	
g000269	GCF_000159475:NZ_ACGX02000003.1:92079-91723	GCF_000159475:FNHCNMPK_02080	hypothetical protein		
g000270	GCF_000159475:NZ_ACGX02000004.1:11834-12079	GCF_000159475:FNHCNMPK_01872	hypothetical protein		
g000271	GCF_000159475:NZ_ACGX02000004.1:135400-135759	GCF_000159475:FNHCNMPK_01996	hypothetical protein		
g000272	GCF_000159475:NZ_ACGX02000004.1:8356-9441	GCF_000159475:FNHCNMPK_01869	hypothetical protein		
g000273	GCF_000159475:NZ_ACGX02000005.1:188559-189578	GCF_000159475:FNHCNMPK_01709	Putative D-alanyl-D-alanine carboxypeptidase	3.4.16.4	
g000274	GCF_000159475:NZ_ACGX02000005.1:232869-232381	GCF_000159475:FNHCNMPK_01752	Putative universal stress protein		
g000275	GCF_000159475:NZ_ACGX02000006.1:137668-138639	GCF_000159475:FNHCNMPK_01162	hypothetical protein		
g000276	GCF_000159475:NZ_ACGX02000006.1:19-1347	GCF_000159475:FNHCNMPK_01013	16S ribosomal RNA		
g000277	GCF_000159475:NZ_ACGX02000006.1:198157-197708	GCF_000159475:FNHCNMPK_01218	hypothetical protein		
g000278	GCF_000159475:NZ_ACGX02000006.1:200089-199970	GCF_000159475:FNHCNMPK_01221	hypothetical protein		
g000279	GCF_000159475:NZ_ACGX02000006.1:217903-216827	GCF_000159475:FNHCNMPK_01237	hypothetical protein		
g000280	GCF_000159475:NZ_ACGX02000006.1:218946-218701	GCF_000159475:FNHCNMPK_01239	hypothetical protein		
g000281	GCF_000159475:NZ_ACGX02000006.1:219907-218957	GCF_000159475:FNHCNMPK_01240	hypothetical protein		
g000282	GCF_000159475:NZ_ACGX02000006.1:23082-23345	GCF_000159475:FNHCNMPK_01035	hypothetical protein		
g000283	GCF_000159475:NZ_ACGX02000006.1:235311-235646	GCF_000159475:FNHCNMPK_01273	hypothetical protein		
g000284	GCF_000159475:NZ_ACGX02000006.1:24933-28025	GCF_000159475:FNHCNMPK_01037	hypothetical protein		
g000285	GCF_000159475:NZ_ACGX02000006.1:295227-294085	GCF_000159475:FNHCNMPK_01332	RNA polymerase sigma factor SigA		
g000286	GCF_000159475:NZ_ACGX02000006.1:30740-30234	GCF_000159475:FNHCNMPK_01039	hypothetical protein		
g000287	GCF_000159475:NZ_ACGX02000006.1:378683-378216	GCF_000159475:FNHCNMPK_01420	hypothetical protein		
g000288	GCF_000159475:NZ_ACGX02000006.1:390268-389363	GCF_000159475:FNHCNMPK_01431	hypothetical protein		
g000289	GCF_000159475:NZ_ACGX02000006.1:401397-400174	GCF_000159475:FNHCNMPK_01443	putative peptidoglycan glycosyltransferase FtsW	2.4.1.129	
g000290	GCF_000159475:NZ_ACGX02000006.1:418322-419056	GCF_000159475:FNHCNMPK_01462	hypothetical protein		
g000291	GCF_000159475:NZ_ACGX02000006.1:459205-458696	GCF_000159475:FNHCNMPK_01501	tRNA (cytidine(34)-2'-O)-methyltransferase	2.1.1.207	
g000292	GCF_000159475:NZ_ACGX02000006.1:6452-5034	GCF_000159475:FNHCNMPK_01016	IS66 family transposase ISRgn2		
g000293	GCF_000159475:NZ_ACGX02000006.1:6564-6436	GCF_000159475:FNHCNMPK_01017	hypothetical protein		
g000294	GCF_000159475:NZ_ACGX02000006.1:82399-82154	GCF_000159475:FNHCNMPK_01111	hypothetical protein		
g000295	GCF_000159475:NZ_ACGX02000007.1:12112-12621	GCF_000159475:FNHCNMPK_00027	hypothetical protein		
g000296	GCF_000159475:NZ_ACGX02000007.1:217498-216125	GCF_000159475:FNHCNMPK_00248	hypothetical protein		
g000297	GCF_000159475:NZ_ACGX02000007.1:274939-274238	GCF_000159475:FNHCNMPK_00305	IS200/IS605 family transposase ISLjo5		
g000298	GCF_000159475:NZ_ACGX02000007.1:290875-290345	GCF_000159475:FNHCNMPK_00323	hypothetical protein		
g000299	GCF_000159475:NZ_ACGX02000007.1:298107-297613	GCF_000159475:FNHCNMPK_00331	Streptothricin hydrolase	3.5.2.19	
g000300	GCF_000159475:NZ_ACGX02000007.1:310748-310584	GCF_000159475:FNHCNMPK_00339	hypothetical protein		
g000301	GCF_000159475:NZ_ACGX02000007.1:375775-376605	GCF_000159475:FNHCNMPK_00418	ABC transporter glutamine-binding protein GlnH		
g000302	GCF_000159475:NZ_ACGX02000007.1:44003-43383	GCF_000159475:FNHCNMPK_00057	Guanylate kinase	2.7.4.8	
g000303	GCF_000159475:NZ_ACGX02000007.1:447777-446884	GCF_000159475:FNHCNMPK_00483	HTH-type transcriptional regulator HdfR		
g000304	GCF_000159475:NZ_ACGX02000007.1:475637-474429	GCF_000159475:FNHCNMPK_00512	Tyrosine recombinase XerC		
g000305	GCF_000159475:NZ_ACGX02000007.1:478173-476107	GCF_000159475:FNHCNMPK_00515	hypothetical protein		
g000306	GCF_000159475:NZ_ACGX02000007.1:639748-639155	GCF_000159475:FNHCNMPK_00679	hypothetical protein		
g000307	GCF_000159475:NZ_ACGX02000007.1:670930-669938	GCF_000159475:FNHCNMPK_00712	hypothetical protein		
g000308	GCF_000159475:NZ_ACGX02000007.1:680632-681255	GCF_000159475:FNHCNMPK_00722	hypothetical protein		
g000309	GCF_000159475:NZ_ACGX02000007.1:792951-793583	GCF_000159475:FNHCNMPK_00840	hypothetical protein		
g000310	GCF_000159475:NZ_ACGX02000007.1:855993-856469	GCF_000159475:FNHCNMPK_00903	hypothetical protein		
g000311	GCF_000159475:NZ_ACGX02000007.1:902069-902524	GCF_000159475:FNHCNMPK_00937	hypothetical protein		
g000312	GCF_000159615:NZ_GG693664.1:126332-127090	GCF_000159615:ANHLOJAM_01994	Cobalt-precorrin-6A reductase	1.3.1.106	
g000313	GCF_000159615:NZ_GG693664.1:143543-143908	GCF_000159615:ANHLOJAM_02013	hypothetical protein		
g000314	GCF_000159615:NZ_GG693664.1:147594-148052	GCF_000159615:ANHLOJAM_02020	hypothetical protein		
g000315	GCF_000159615:NZ_GG693664.1:185399-185088	GCF_000159615:ANHLOJAM_02053	hypothetical protein		
g000316	GCF_000159615:NZ_GG693664.1:192995-193285	GCF_000159615:ANHLOJAM_02064	hypothetical protein		
g000317	GCF_000159615:NZ_GG693664.1:200308-197906	GCF_000159615:ANHLOJAM_02068	Xaa-Pro dipeptidyl-peptidase	3.4.14.11	
g000318	GCF_000159615:NZ_GG693664.1:6953-7873	GCF_000159615:ANHLOJAM_01872	hypothetical protein		
g000319	GCF_000159615:NZ_GG693665.1:108073-108183	GCF_000159615:ANHLOJAM_01763	hypothetical protein		
g000320	GCF_000159615:NZ_GG693665.1:191028-190747	GCF_000159615:ANHLOJAM_01829	hypothetical protein		
g000321	GCF_000159615:NZ_GG693665.1:1912-1058	GCF_000159615:ANHLOJAM_01660	hypothetical protein		
g000322	GCF_000159615:NZ_GG693665.1:217733-218614	GCF_000159615:ANHLOJAM_01854	HTH-type transcriptional regulator GltC		
g000323	GCF_000159615:NZ_GG693665.1:227806-229467	GCF_000159615:ANHLOJAM_01864	Formate--tetrahydrofolate ligase 1	6.3.4.3	
g000324	GCF_000159615:NZ_GG693665.1:24758-25441	GCF_000159615:ANHLOJAM_01682	hypothetical protein		
g000325	GCF_000159615:NZ_GG693665.1:52389-53240	GCF_000159615:ANHLOJAM_01708	Quinone oxidoreductase 2	1.6.5.2	
g000326	GCF_000159615:NZ_GG693665.1:54149-53313	GCF_000159615:ANHLOJAM_01709	2,5-diketo-D-gluconic acid reductase A	1.1.1.274	
g000327	GCF_000159615:NZ_GG693666.1:143350-142460	GCF_000159615:ANHLOJAM_01615	UDP-N-acetylglucosamine 2-epimerase	5.1.3.14	
g000328	GCF_000159615:NZ_GG693666.1:176122-174473	GCF_000159615:ANHLOJAM_01647	Aspartate/alanine antiporter		
g000329	GCF_000159615:NZ_GG693666.1:5933-4911	GCF_000159615:ANHLOJAM_01479	Putative D-alanyl-D-alanine carboxypeptidase	3.4.16.4	
g000330	GCF_000159615:NZ_GG693667.1:104537-104325	GCF_000159615:ANHLOJAM_01449	hypothetical protein		
g000331	GCF_000159615:NZ_GG693667.1:15993-15124	GCF_000159615:ANHLOJAM_01367	hypothetical protein		
g000332	GCF_000159615:NZ_GG693667.1:17945-17577	GCF_000159615:ANHLOJAM_01369	dTDP-glucose 4,6-dehydratase	4.2.1.46	
g000333	GCF_000159615:NZ_GG693667.1:29302-28400	GCF_000159615:ANHLOJAM_01377	Galactofuranosyltransferase GlfT1	2.4.1.287	
g000334	GCF_000159615:NZ_GG693667.1:36510-35392	GCF_000159615:ANHLOJAM_01384	UDP-galactopyranose mutase	5.4.99.9	
g000335	GCF_000159615:NZ_GG693667.1:38219-37377	GCF_000159615:ANHLOJAM_01386	hypothetical protein		
g000336	GCF_000159615:NZ_GG693667.1:56421-56660	GCF_000159615:ANHLOJAM_01401	hypothetical protein		
g000337	GCF_000159615:NZ_GG693668.1:13655-13131	GCF_000159615:ANHLOJAM_01268	Exodeoxyribonuclease	3.1.11.2	
g000338	GCF_000159615:NZ_GG693668.1:502-573	GCF_000159615:ANHLOJAM_01255	tRNA-Trp(cca)		
g000339	GCF_000159615:NZ_GG693668.1:8296-9072	GCF_000159615:ANHLOJAM_01265	hypothetical protein		
g000340	GCF_000159615:NZ_GG693668.1:93874-93599	GCF_000159615:ANHLOJAM_01352	Acylphosphatase	3.6.1.7	
g000341	GCF_000159615:NZ_GG693668.1:9814-11514	GCF_000159615:ANHLOJAM_01266	hypothetical protein		
g000342	GCF_000159615:NZ_GG693668.1:99629-100267	GCF_000159615:ANHLOJAM_01358	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS	3.4.19.11	
g000343	GCF_000159615:NZ_GG693669.1:41523-40756	GCF_000159615:ANHLOJAM_01179	hypothetical protein		
g000344	GCF_000159615:NZ_GG693669.1:41987-41559	GCF_000159615:ANHLOJAM_01180	hypothetical protein		
g000345	GCF_000159615:NZ_GG693669.1:43043-42615	GCF_000159615:ANHLOJAM_01182	hypothetical protein		
g000346	GCF_000159615:NZ_GG693669.1:43348-43040	GCF_000159615:ANHLOJAM_01183	hypothetical protein		
g000347	GCF_000159615:NZ_GG693669.1:43789-44556	GCF_000159615:ANHLOJAM_01185	hypothetical protein		
g000348	GCF_000159615:NZ_GG693669.1:44696-44818	GCF_000159615:ANHLOJAM_01187	hypothetical protein		
g000349	GCF_000159615:NZ_GG693669.1:47175-47603	GCF_000159615:ANHLOJAM_01194	Single-stranded DNA-binding protein A		
g000350	GCF_000159615:NZ_GG693669.1:47616-48446	GCF_000159615:ANHLOJAM_01195	hypothetical protein		
g000351	GCF_000159615:NZ_GG693669.1:49668-50189	GCF_000159615:ANHLOJAM_01199	hypothetical protein		
g000352	GCF_000159615:NZ_GG693669.1:50247-50759	GCF_000159615:ANHLOJAM_01200	hypothetical protein		
g000353	GCF_000159615:NZ_GG693669.1:51278-51556	GCF_000159615:ANHLOJAM_01202	hypothetical protein		
g000354	GCF_000159615:NZ_GG693669.1:52688-53071	GCF_000159615:ANHLOJAM_01204	hypothetical protein		
g000355	GCF_000159615:NZ_GG693669.1:53657-53848	GCF_000159615:ANHLOJAM_01208	hypothetical protein		
g000356	GCF_000159615:NZ_GG693669.1:53958-54473	GCF_000159615:ANHLOJAM_01209	hypothetical protein		
g000357	GCF_000159615:NZ_GG693669.1:88158-88610	GCF_000159615:ANHLOJAM_01247	hypothetical protein		
g000358	GCF_000159615:NZ_GG693670.1:24015-23536	GCF_000159615:ANHLOJAM_01040	Endoribonuclease YbeY	3.1.-.-	
g000359	GCF_000159615:NZ_GG693670.1:45369-44608	GCF_000159615:ANHLOJAM_01063	putative oxidoreductase YjmC	1.1.1.-	
g000360	GCF_000159615:NZ_GG693670.1:85140-84763	GCF_000159615:ANHLOJAM_01099	hypothetical protein		
g000361	GCF_000159615:NZ_GG693670.1:85338-85240	GCF_000159615:ANHLOJAM_01100	hypothetical protein		
g000362	GCF_000159615:NZ_GG693670.1:85992-85591	GCF_000159615:ANHLOJAM_01101	hypothetical protein		
g000363	GCF_000159615:NZ_GG693670.1:86277-86083	GCF_000159615:ANHLOJAM_01102	hypothetical protein		
g000364	GCF_000159615:NZ_GG693670.1:90888-91631	GCF_000159615:ANHLOJAM_01110	hypothetical protein		
g000365	GCF_000159615:NZ_GG693670.1:91679-92146	GCF_000159615:ANHLOJAM_01111	hypothetical protein		
g000366	GCF_000159615:NZ_GG693671.1:10206-8794	GCF_000159615:ANHLOJAM_00882	tRNA(Ile)-lysidine synthase	6.3.4.19	
g000367	GCF_000159615:NZ_GG693671.1:109904-110227	GCF_000159615:ANHLOJAM_00978	hypothetical protein		
g000368	GCF_000159615:NZ_GG693671.1:115925-115137	GCF_000159615:ANHLOJAM_00985	IS30 family transposase IS6770		
g000369	GCF_000159615:NZ_GG693671.1:130649-127713	GCF_000159615:ANHLOJAM_01001	hypothetical protein		
g000370	GCF_000159615:NZ_GG693671.1:135974-136132	GCF_000159615:ANHLOJAM_01007	hypothetical protein		
g000371	GCF_000159615:NZ_GG693671.1:137326-137838	GCF_000159615:ANHLOJAM_01008	hypothetical protein		
g000372	GCF_000159615:NZ_GG693671.1:144204-143953	GCF_000159615:ANHLOJAM_01013	hypothetical protein		
g000373	GCF_000159615:NZ_GG693671.1:152103-148438	GCF_000159615:ANHLOJAM_01015	hypothetical protein		
g000374	GCF_000159615:NZ_GG693671.1:152718-152128	GCF_000159615:ANHLOJAM_01016	hypothetical protein		
g000375	GCF_000159615:NZ_GG693671.1:1541-1879	GCF_000159615:ANHLOJAM_00876	hypothetical protein		
g000376	GCF_000159615:NZ_GG693671.1:91177-91746	GCF_000159615:ANHLOJAM_00957	H(+)/Cl(-) exchange transporter ClcA		
g000377	GCF_000159615:NZ_GG693671.1:96608-96739	GCF_000159615:ANHLOJAM_00966	hypothetical protein		
g000378	GCF_000159615:NZ_GG693672.1:141-1091	GCF_000159615:ANHLOJAM_00828	hypothetical protein		
g000379	GCF_000159615:NZ_GG693672.1:20018-22081	GCF_000159615:ANHLOJAM_00841	hypothetical protein		
g000380	GCF_000159615:NZ_GG693672.1:49556-49374	GCF_000159615:ANHLOJAM_00873	hypothetical protein		
g000381	GCF_000159615:NZ_GG693672.1:49922-49632	GCF_000159615:ANHLOJAM_00874	IS1182 family transposase ISLac1		
g000382	GCF_000159615:NZ_GG693673.1:16967-17584	GCF_000159615:ANHLOJAM_00793	hypothetical protein		
g000383	GCF_000159615:NZ_GG693673.1:27256-27363	GCF_000159615:ANHLOJAM_00803	hypothetical protein		
g000384	GCF_000159615:NZ_GG693673.1:31785-32441	GCF_000159615:ANHLOJAM_00808	hypothetical protein		
g000385	GCF_000159615:NZ_GG693673.1:32441-33226	GCF_000159615:ANHLOJAM_00809	Putative teichuronic acid biosynthesis glycosyltransferase TuaG	2.4.-.-	
g000386	GCF_000159615:NZ_GG693673.1:34187-35242	GCF_000159615:ANHLOJAM_00811	Lipopolysaccharide 1,6-galactosyltransferase	2.4.1.-	
g000387	GCF_000159615:NZ_GG693673.1:43409-44467	GCF_000159615:ANHLOJAM_00819	GDP-L-fucose synthase	1.1.1.271	
g000388	GCF_000159615:NZ_GG693673.1:45353-45721	GCF_000159615:ANHLOJAM_00820	dTDP-glucose 4,6-dehydratase	4.2.1.46	
g000389	GCF_000159615:NZ_GG693673.1:46790-47131	GCF_000159615:ANHLOJAM_00822	hypothetical protein		
g000390	GCF_000159615:NZ_GG693675.1:23680-23447	GCF_000159615:ANHLOJAM_00685	hypothetical protein		
g000391	GCF_000159615:NZ_GG693675.1:27123-27851	GCF_000159615:ANHLOJAM_00690	hypothetical protein		
g000392	GCF_000159615:NZ_GG693675.1:37095-36634	GCF_000159615:ANHLOJAM_00702	hypothetical protein		
g000393	GCF_000159615:NZ_GG693675.1:37551-37168	GCF_000159615:ANHLOJAM_00703	hypothetical protein		
g000394	GCF_000159615:NZ_GG693675.1:40127-39888	GCF_000159615:ANHLOJAM_00707	hypothetical protein		
g000395	GCF_000159615:NZ_GG693675.1:9932-12541	GCF_000159615:ANHLOJAM_00676	hypothetical protein		
g000396	GCF_000159615:NZ_GG693676.1:29943-29812	GCF_000159615:ANHLOJAM_00635	hypothetical protein		
g000397	GCF_000159615:NZ_GG693676.1:50914-50543	GCF_000159615:ANHLOJAM_00656	Cell division protein FtsL		
g000398	GCF_000159615:NZ_GG693676.1:61427-60453	GCF_000159615:ANHLOJAM_00666	IS66 family transposase ISCce5		
g000399	GCF_000159615:NZ_GG693677.1:16093-15743	GCF_000159615:ANHLOJAM_00594	hypothetical protein		
g000400	GCF_000159615:NZ_GG693677.1:20157-19828	GCF_000159615:ANHLOJAM_00599	hypothetical protein		
g000401	GCF_000159615:NZ_GG693678.1:777-1253	GCF_000159615:ANHLOJAM_00505	hypothetical protein		
g000402	GCF_000159615:NZ_GG693679.1:4292-3429	GCF_000159615:ANHLOJAM_00500	hypothetical protein		
g000403	GCF_000159615:NZ_GG693680.1:10403-10552	GCF_000159615:ANHLOJAM_00468	hypothetical protein		
g000404	GCF_000159615:NZ_GG693680.1:15218-16069	GCF_000159615:ANHLOJAM_00473	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g000405	GCF_000159615:NZ_GG693680.1:16071-16922	GCF_000159615:ANHLOJAM_00474	hypothetical protein		
g000406	GCF_000159615:NZ_GG693680.1:21759-18643	GCF_000159615:ANHLOJAM_00478	hypothetical protein		
g000407	GCF_000159615:NZ_GG693680.1:22971-21814	GCF_000159615:ANHLOJAM_00479	hypothetical protein		
g000408	GCF_000159615:NZ_GG693680.1:24004-24663	GCF_000159615:ANHLOJAM_00481	hypothetical protein		
g000409	GCF_000159615:NZ_GG693680.1:35700-35975	GCF_000159615:ANHLOJAM_00492	hypothetical protein		
g000410	GCF_000159615:NZ_GG693680.1:37890-38423	GCF_000159615:ANHLOJAM_00494	hypothetical protein		
g000411	GCF_000159615:NZ_GG693680.1:38636-38917	GCF_000159615:ANHLOJAM_00495	hypothetical protein		
g000412	GCF_000159615:NZ_GG693680.1:837-1214	GCF_000159615:ANHLOJAM_00456	hypothetical protein		
g000413	GCF_000159615:NZ_GG693681.1:7807-4856	GCF_000159615:ANHLOJAM_00446	hypothetical protein		
g000414	GCF_000159615:NZ_GG693682.1:21600-21794	GCF_000159615:ANHLOJAM_00430	hypothetical protein		
g000415	GCF_000159615:NZ_GG693683.1:13361-13248	GCF_000159615:ANHLOJAM_00409	hypothetical protein		
g000416	GCF_000159615:NZ_GG693683.1:9262-9573	GCF_000159615:ANHLOJAM_00405	hypothetical protein		
g000417	GCF_000159615:NZ_GG693683.1:9573-12206	GCF_000159615:ANHLOJAM_00406	hypothetical protein		
g000418	GCF_000159615:NZ_GG693686.1:6553-6212	GCF_000159615:ANHLOJAM_00346	hypothetical protein		
g000419	GCF_000159615:NZ_GG693688.1:6830-6099	GCF_000159615:ANHLOJAM_00321	hypothetical protein		
g000420	GCF_000159615:NZ_GG693690.1:29519-29782	GCF_000159615:ANHLOJAM_00291	hypothetical protein		
g000421	GCF_000159615:NZ_GG693691.1:1443-295	GCF_000159615:ANHLOJAM_00247	Oxalyl-CoA decarboxylase	4.1.1.8	
g000422	GCF_000159615:NZ_GG693692.1:25797-26375	GCF_000159615:ANHLOJAM_00241	hypothetical protein		
g000423	GCF_000159615:NZ_GG693692.1:27524-28186	GCF_000159615:ANHLOJAM_00243	hypothetical protein		
